id,created_at,favorite_count,retweet_count,has alt_text?,alt_text,text
1591172793630347264,2022-11-11 20:55:31+00:00,29,5,no,,"I'm incredibly proud that our caucus came together unanimously to vote for Speaker designee @AsmRobertRivas. Rob is a man of integrity, strength, and values! I look forward to working with him to champion women’s rights, gun violence prevention and tackle the climate crisis. https://t.co/zg8Gfiib8G"
1589781959311785985,2022-11-08 00:48:50+00:00,4,1,no,,It was a joy to join the Lamorinda and Acalanes Chapters of the National Charity League for their Civics for Teen Girls event to talk about the power of civic engagement and representation of women in government. Thank you so much for having me! https://t.co/5Q55L6Mf9S
