id,created_at,favorite_count,retweet_count,has alt_text?,alt_text,text
1591146770217963520,2022-11-11 19:12:06+00:00,1,0,no,,"Today we honor our American heroes for their service that has protected the freedoms we hold dear. I want to thank our Veterans for exemplifying the highest principles of our nation - a nation that remains forever grateful.

Happy #VeteransDay, and thank you for your service! https://t.co/cme2taeHHF"
