id,created_at,favorite_count,retweet_count,has alt_text?,alt_text,text
1591113390440996864,2022-11-11 16:59:28+00:00,3,0,no,,"Today and every day, we honor those who served our country and fought for our freedoms. Thank you for your bravery and the sacrifices you have made for our country. #VeteransDay https://t.co/f0PdxRl7EN"
