id,created_at,favorite_count,retweet_count,has alt_text?,alt_text,text
1591224315986710529,2022-11-12 00:20:15+00:00,0,84,no,None,"RT @AsmRobertRivas: Today, the Assembly Democratic Caucus voted unanimously to elect Assemblymember Robert Rivas as the 71st Speaker of the…"
